20131113 174432.838 org.eclipse.paho.client.mqttv3.test.logging.LoggingUtilities     banner                         
20131113 174529.793 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.793 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber0: notify spaceAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber0: wait for workAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber2: new msg avail, notify workAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber2: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.794 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.794 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber2: network read message
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber3: new msg avail, notify workAvailable
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber1: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber1: new msg avail, notify workAvailable
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber1: network read message
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber3: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.794 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.794 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber3: notify spaceAvailable
20131113 174529.793 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber1: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.794 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.794 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber1: notify spaceAvailable
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber3: wait for workAvailable
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber3: network read message
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber2: notify spaceAvailable
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.wire.MqttInputStream     readMqttWireMessage            null: 501
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber2: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber0: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber0: new msg avail, notify workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber0: network read message
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.ClientState              notifyReceivedMsg              MultiSubscriber3: received key=0 message=PUBLISH qos:0 retained:false dup:false topic:"testMultipleClients/Topic" payload:[hex:4d6573736167652033 utf8:"Message 3" length:9]
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber2: wait for workAvailable
20131113 174529.794 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber1: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber1: notify spaceAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber2: new msg avail, notify workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber2: network read message
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber2: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            messageArrived                 MultiSubscriber3: new msg avail, notify workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber0: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            handleMessage                  MultiSubscriber3: call messageArrived key=0 topic=testMultipleClients/Topic
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsReceiver            run                            MultiSubscriber3: network read message
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber1: wait for workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> messageArrived                 ["testMultipleClients/Topic", Message 3]
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber3: notify spaceAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber2: notify spaceAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber3: wait for workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- messageArrived                 
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber2: wait for workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber0: notify spaceAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.internal.CommsCallback            run                            MultiSubscriber0: wait for workAvailable
20131113 174529.795 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> validateReceipt                ["testMultipleClients/Topic", 0, [77, 101, 115, 115, 97, 103, 101, 32, 51]]
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver --> receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- receiveNext                    
20131113 174529.796 org.eclipse.paho.client.mqttv3.test.utilities.MqttV3Receiver <-- validateReceipt                "true"
